100026.txt,	Final cells: 889
38642.txt,	Final cells: 12682
38643.txt,	Final cells: 8360
38644.txt,	Final cells: 8693
38645.txt,	Final cells: 2737
38646.txt,	Final cells: 245626
386838.txt,	Final cells: 1098331
386839.txt,	Final cells: 1066763
386841.txt,	Final cells: 1002237
386846.txt,	Final cells: 1099840
387222.txt,	Final cells: 1184180
387223.txt,	Final cells: 2000002
38741.txt,	Final cells: 3360
38753.txt,	Final cells: 23503
38781.txt,	Final cells: 34252
387871.txt,	Final cells: 114814
387872.txt,	Final cells: 13313
388482.txt,	Final cells: 31636
388565.txt,	Final cells: 3833
388566.txt,	Final cells: 5342
388568.txt,	Final cells: 6079
388569.txt,	Final cells: 6602
388570.txt,	Final cells: 9110
388571.txt,	Final cells: 10576
388627.txt,	Final cells: 5313
388628.txt,	Final cells: 7622
388629.txt,	Final cells: 8892
388630.txt,	Final cells: 9875
388631.txt,	Final cells: 16199
388632.txt,	Final cells: 17908
389250.txt,	Final cells: 1816
389251.txt,	Final cells: 1823
390065.txt,	Final cells: 1947703
39009.txt,	Final cells: 38838
39010.txt,	Final cells: 24476
39011.txt,	Final cells: 29162
39012.txt,	Final cells: 58271
39025.txt,	Final cells: 29530
39026.txt,	Final cells: 22665
39027.txt,	Final cells: 111870
39028.txt,	Final cells: 5556
39029.txt,	Final cells: 54478
39050.txt,	Final cells: 3693
39084.txt,	Final cells: 78973
39085.txt,	Final cells: 79413
39086.txt,	Final cells: 531543
39087.txt,	Final cells: 517766
390916.txt,	Final cells: 317917
390933.txt,	Final cells: 898138
390936.txt,	Final cells: 911722
39106.txt,	Final cells: 162879
39107.txt,	Final cells: 154837
39108.txt,	Final cells: 49039
39109.txt,	Final cells: 118571
39123.txt,	Final cells: 473692
39124.txt,	Final cells: 150227
39142.txt,	Final cells: 166291
39150.txt,	Final cells: 2599
39152.txt,	Final cells: 2991
39157.txt,	Final cells: 89465
39158.txt,	Final cells: 29346
39159.txt,	Final cells: 103202
39160.txt,	Final cells: 117743
39163.txt,	Final cells: 1503
39164.txt,	Final cells: 2689
39165.txt,	Final cells: 14594
39166.txt,	Final cells: 969
39168.txt,	Final cells: 22058
39179.txt,	Final cells: 4477
39180.txt,	Final cells: 1596
39181.txt,	Final cells: 14690
39182.txt,	Final cells: 8999
39202.txt,	Final cells: 233290
39208.txt,	Final cells: 39013
39245.txt,	Final cells: 27486
39246.txt,	Final cells: 21466
39247.txt,	Final cells: 34125
39295.txt,	Final cells: 28126
39296.txt,	Final cells: 453258
39298.txt,	Final cells: 239755
393207.txt,	Final cells: 1199103
39344.txt,	Final cells: 20439
39345.txt,	Final cells: 4814
39347.txt,	Final cells: 15288
39349.txt,	Final cells: 1972
39353.txt,	Final cells: 3736
39355.txt,	Final cells: 492
39358.txt,	Final cells: 2160
39359.txt,	Final cells: 5667
39360.txt,	Final cells: 4789
39361.txt,	Final cells: 3017
39368.txt,	Final cells: 381846
39369.txt,	Final cells: 89237
39370.txt,	Final cells: 80014
39371.txt,	Final cells: 80835
39372.txt,	Final cells: 87775
39381.txt,	Final cells: 200627
394203.txt,	Final cells: 1024102
39441.txt,	Final cells: 92242
39442.txt,	Final cells: 39259
39443.txt,	Final cells: 40301
39444.txt,	Final cells: 30886
39445.txt,	Final cells: 49467
39447.txt,	Final cells: 4574
39459.txt,	Final cells: 22061
39460.txt,	Final cells: 30743
39461.txt,	Final cells: 22592
39462.txt,	Final cells: 15963
39463.txt,	Final cells: 17525
39495.txt,	Final cells: 26307
39496.txt,	Final cells: 49083
39497.txt,	Final cells: 67702
39498.txt,	Final cells: 41685
39499.txt,	Final cells: 46687
395051.txt,	Final cells: 129944
395052.txt,	Final cells: 116899
395053.txt,	Final cells: 242491
395054.txt,	Final cells: 244115
395055.txt,	Final cells: 268122
39505.txt,	Final cells: 5579
39534.txt,	Final cells: 22498
39549.txt,	Final cells: 27080
39550.txt,	Final cells: 7461
395607.txt,	Final cells: 414380
39572.txt,	Final cells: 3821
39573.txt,	Final cells: 638
39579.txt,	Final cells: 461
39585.txt,	Final cells: 1830
39635.txt,	Final cells: 13263
39636.txt,	Final cells: 1673
39637.txt,	Final cells: 261
39638.txt,	Final cells: 1097
39639.txt,	Final cells: 1398
39640.txt,	Final cells: 1404
39641.txt,	Final cells: 2341
39642.txt,	Final cells: 1073
39643.txt,	Final cells: 1428
39644.txt,	Final cells: 687
39645.txt,	Final cells: 2839
39646.txt,	Final cells: 1364
39647.txt,	Final cells: 1073
39648.txt,	Final cells: 947
39649.txt,	Final cells: 1031
396751.txt,	Final cells: 1825693
39677.txt,	Final cells: 14725
39678.txt,	Final cells: 14900
397011.txt,	Final cells: 274754
39729.txt,	Final cells: 3821
39730.txt,	Final cells: 3819
39749.txt,	Final cells: 14182
39751.txt,	Final cells: 23113
39752.txt,	Final cells: 10683
39759.txt,	Final cells: 25111
39768.txt,	Final cells: 1753
39769.txt,	Final cells: 1356
39806.txt,	Final cells: 195149
398303.txt,	Final cells: 1028632
398304.txt,	Final cells: 971866
39869.txt,	Final cells: 10812
39870.txt,	Final cells: 8137
39878.txt,	Final cells: 132642
39879.txt,	Final cells: 73331
39880.txt,	Final cells: 63739
39890.txt,	Final cells: 1422
39891.txt,	Final cells: 3191
39892.txt,	Final cells: 252
39893.txt,	Final cells: 168
39922.txt,	Final cells: 1182
39923.txt,	Final cells: 2109
39924.txt,	Final cells: 2729
39925.txt,	Final cells: 2125
39926.txt,	Final cells: 2561
39927.txt,	Final cells: 2299
39928.txt,	Final cells: 2607
39929.txt,	Final cells: 3827
39930.txt,	Final cells: 2674
39946.txt,	Final cells: 60293
39950.txt,	Final cells: 20759
399559.txt,	Final cells: 89659
399560.txt,	Final cells: 143531
399561.txt,	Final cells: 195648
399562.txt,	Final cells: 346139
399563.txt,	Final cells: 303379
399564.txt,	Final cells: 413750
399566.txt,	Final cells: 579112
399567.txt,	Final cells: 460571
39967.txt,	Final cells: 14360
399899.txt,	Final cells: 9407
39993.txt,	Final cells: 9132
40008.txt,	Final cells: 10371
40009.txt,	Final cells: 15685
40010.txt,	Final cells: 15650
40011.txt,	Final cells: 10538
40017.txt,	Final cells: 16657
400235.txt,	Final cells: 471
400236.txt,	Final cells: 9313
400237.txt,	Final cells: 17386
400238.txt,	Final cells: 12751
40051.txt,	Final cells: 14282
40052.txt,	Final cells: 14764
40066.txt,	Final cells: 7506
40067.txt,	Final cells: 7238
40085.txt,	Final cells: 468611
40116.txt,	Final cells: 9465
40117.txt,	Final cells: 7070
40118.txt,	Final cells: 8006
40119.txt,	Final cells: 7709
401467.txt,	Final cells: 107982
40171.txt,	Final cells: 6095
40172.txt,	Final cells: 2413
40176.txt,	Final cells: 122400
40179.txt,	Final cells: 776
40184.txt,	Final cells: 61006
40194.txt,	Final cells: 26860
40195.txt,	Final cells: 84459
402111.txt,	Final cells: 98840
40261.txt,	Final cells: 132118
40281.txt,	Final cells: 102848
40282.txt,	Final cells: 50468
402963.txt,	Final cells: 1673
402964.txt,	Final cells: 10192
40296.txt,	Final cells: 63063
40298.txt,	Final cells: 29109
40311.txt,	Final cells: 758
40312.txt,	Final cells: 436
40349.txt,	Final cells: 16548
40356.txt,	Final cells: 35746
40357.txt,	Final cells: 161238
40358.txt,	Final cells: 46104
40359.txt,	Final cells: 3053
40360.txt,	Final cells: 14929
40361.txt,	Final cells: 35847
40362.txt,	Final cells: 7992
40363.txt,	Final cells: 8264
40443.txt,	Final cells: 1751
40447.txt,	Final cells: 508
40448.txt,	Final cells: 3557
40449.txt,	Final cells: 548
40450.txt,	Final cells: 307
404958.txt,	Final cells: 5044
404959.txt,	Final cells: 9355
40509.txt,	Final cells: 46186
40550.txt,	Final cells: 1847
405822.txt,	Final cells: 66
405823.txt,	Final cells: 1253
405825.txt,	Final cells: 2495
405826.txt,	Final cells: 2481
40583.txt,	Final cells: 55377
40584.txt,	Final cells: 40402
40585.txt,	Final cells: 17663
405883.txt,	Final cells: 714
405884.txt,	Final cells: 5500
405886.txt,	Final cells: 21560
405887.txt,	Final cells: 25157
405888.txt,	Final cells: 24877
405889.txt,	Final cells: 19972
405891.txt,	Final cells: 138030
40601.txt,	Final cells: 7237
40602.txt,	Final cells: 85
40607.txt,	Final cells: 10314
40608.txt,	Final cells: 108983
40614.txt,	Final cells: 13241
40631.txt,	Final cells: 2661
40632.txt,	Final cells: 1910
40636.txt,	Final cells: 19094
406449.txt,	Final cells: 2476
40659.txt,	Final cells: 28114
40660.txt,	Final cells: 730
40661.txt,	Final cells: 23539
40662.txt,	Final cells: 3742
40663.txt,	Final cells: 1932
40666.txt,	Final cells: 282
406859.txt,	Final cells: 481012
40741.txt,	Final cells: 241056
40746.txt,	Final cells: 10217
407638.txt,	Final cells: 1253
407639.txt,	Final cells: 13885
40835.txt,	Final cells: 48395
40836.txt,	Final cells: 26637
40841.txt,	Final cells: 5021
40842.txt,	Final cells: 333
40843.txt,	Final cells: 591
40844.txt,	Final cells: 754
40845.txt,	Final cells: 461
40846.txt,	Final cells: 762
40847.txt,	Final cells: 646
40848.txt,	Final cells: 3219
40876.txt,	Final cells: 22107
40877.txt,	Final cells: 2817
40886.txt,	Final cells: 422147
40888.txt,	Final cells: 452733
40892.txt,	Final cells: 132111
40893.txt,	Final cells: 132929
40900.txt,	Final cells: 101938
40906.txt,	Final cells: 160042
40915.txt,	Final cells: 19616
40920.txt,	Final cells: 5193
40921.txt,	Final cells: 563
40922.txt,	Final cells: 100
40923.txt,	Final cells: 101178
40926.txt,	Final cells: 97426
409624.txt,	Final cells: 31188
409625.txt,	Final cells: 25451
409626.txt,	Final cells: 100457
409627.txt,	Final cells: 112541
409628.txt,	Final cells: 150695
409629.txt,	Final cells: 77129
409630.txt,	Final cells: 155482
409631.txt,	Final cells: 238517
409632.txt,	Final cells: 174455
409633.txt,	Final cells: 224194
409634.txt,	Final cells: 9918
409635.txt,	Final cells: 9999
409636.txt,	Final cells: 43773
409637.txt,	Final cells: 30875
40982.txt,	Final cells: 176764
40984.txt,	Final cells: 101059
40985.txt,	Final cells: 96965
40986.txt,	Final cells: 155363
40987.txt,	Final cells: 60837
40988.txt,	Final cells: 76640
40989.txt,	Final cells: 276598
40990.txt,	Final cells: 127666
40991.txt,	Final cells: 136054
40992.txt,	Final cells: 293178
40993.txt,	Final cells: 52712
40994.txt,	Final cells: 162096
41075.txt,	Final cells: 44974
41077.txt,	Final cells: 45902
41079.txt,	Final cells: 16717
41080.txt,	Final cells: 25014
41081.txt,	Final cells: 8366
41082.txt,	Final cells: 16495
41083.txt,	Final cells: 12575
41084.txt,	Final cells: 2175
41085.txt,	Final cells: 48948
41086.txt,	Final cells: 19906
41087.txt,	Final cells: 13616
41089.txt,	Final cells: 10465
41090.txt,	Final cells: 606
41091.txt,	Final cells: 5283
41092.txt,	Final cells: 34501
41098.txt,	Final cells: 35410
41104.txt,	Final cells: 2871
41105.txt,	Final cells: 3943
41106.txt,	Final cells: 2652
41107.txt,	Final cells: 2569
41108.txt,	Final cells: 5878
41109.txt,	Final cells: 5767
41110.txt,	Final cells: 3898
41111.txt,	Final cells: 3382
41140.txt,	Final cells: 66809
41141.txt,	Final cells: 215591
41154.txt,	Final cells: 15790
41178.txt,	Final cells: 23866
41216.txt,	Final cells: 2153
41246.txt,	Final cells: 2192869
41271.txt,	Final cells: 451621
41272.txt,	Final cells: 220647
41275.txt,	Final cells: 115085
41308.txt,	Final cells: 7319
41339.txt,	Final cells: 17525
41357.txt,	Final cells: 1822254
41359.txt,	Final cells: 1915183
41360.txt,	Final cells: 84073
41458.txt,	Final cells: 2261
41465.txt,	Final cells: 22148
41466.txt,	Final cells: 4881
41484.txt,	Final cells: 45502
41486.txt,	Final cells: 34142
41493.txt,	Final cells: 655565
41509.txt,	Final cells: 837
41521.txt,	Final cells: 25537
415278.txt,	Final cells: 404892
416558.txt,	Final cells: 222170
416682.txt,	Final cells: 4880
416683.txt,	Final cells: 1933
416684.txt,	Final cells: 1507
41704.txt,	Final cells: 2752
41705.txt,	Final cells: 19533
41713.txt,	Final cells: 7242
41714.txt,	Final cells: 3214
41729.txt,	Final cells: 39256
41732.txt,	Final cells: 50617
418349.txt,	Final cells: 1033563
41909.txt,	Final cells: 428930
41925.txt,	Final cells: 82244
41926.txt,	Final cells: 8465
41927.txt,	Final cells: 26377
41928.txt,	Final cells: 21277
41929.txt,	Final cells: 12
41930.txt,	Final cells: 18695
41937.txt,	Final cells: 169282
41938.txt,	Final cells: 64522
41939.txt,	Final cells: 154078
41940.txt,	Final cells: 283612
41969.txt,	Final cells: 1130
41970.txt,	Final cells: 370
41984.txt,	Final cells: 32912
41985.txt,	Final cells: 31675
41997.txt,	Final cells: 14999
42025.txt,	Final cells: 49605
42035.txt,	Final cells: 13398
42036.txt,	Final cells: 3840
42040.txt,	Final cells: 35039
42041.txt,	Final cells: 79810
42042.txt,	Final cells: 12
42043.txt,	Final cells: 8465
42044.txt,	Final cells: 22578
42045.txt,	Final cells: 20188
42046.txt,	Final cells: 19691
42155.txt,	Final cells: 224228
42156.txt,	Final cells: 220506
421639.txt,	Final cells: 524123
42179.txt,	Final cells: 86636
42186.txt,	Final cells: 109865
42192.txt,	Final cells: 86557
42193.txt,	Final cells: 11438
42194.txt,	Final cells: 295182
42211.txt,	Final cells: 65886
42224.txt,	Final cells: 101714
42226.txt,	Final cells: 2532
422367.txt,	Final cells: 3328
422368.txt,	Final cells: 3834
422369.txt,	Final cells: 2869
422370.txt,	Final cells: 17398
42237.txt,	Final cells: 6176
42250.txt,	Final cells: 5878
42268.txt,	Final cells: 327
42290.txt,	Final cells: 2215
42291.txt,	Final cells: 1357
42293.txt,	Final cells: 1314
423069.txt,	Final cells: 203132
42322.txt,	Final cells: 59237
42323.txt,	Final cells: 60971
42324.txt,	Final cells: 60482
42325.txt,	Final cells: 59387
42326.txt,	Final cells: 60007
42327.txt,	Final cells: 59799
42328.txt,	Final cells: 60355
42329.txt,	Final cells: 60847
42330.txt,	Final cells: 19522
42331.txt,	Final cells: 60534
42332.txt,	Final cells: 6336
42333.txt,	Final cells: 3985
42365.txt,	Final cells: 81508
42370.txt,	Final cells: 23719
42372.txt,	Final cells: 40862
423816.txt,	Final cells: 1827
423818.txt,	Final cells: 582
423819.txt,	Final cells: 3018
423820.txt,	Final cells: 3621
423825.txt,	Final cells: 1619
42386.txt,	Final cells: 929
424211.txt,	Final cells: 70260
424212.txt,	Final cells: 60141
424213.txt,	Final cells: 61357
424214.txt,	Final cells: 84795
424215.txt,	Final cells: 57658
42432.txt,	Final cells: 356
42435.txt,	Final cells: 13536
42468.txt,	Final cells: 386536
42500.txt,	Final cells: 881
42501.txt,	Final cells: 1693
425318.txt,	Final cells: 53394
425319.txt,	Final cells: 51601
425320.txt,	Final cells: 73170
425321.txt,	Final cells: 67802
425322.txt,	Final cells: 53361
425345.txt,	Final cells: 304311
425363.txt,	Final cells: 168152
42545.txt,	Final cells: 27440
425600.txt,	Final cells: 887978
425601.txt,	Final cells: 891497
42575.txt,	Final cells: 9104
42576.txt,	Final cells: 10899
42606.txt,	Final cells: 1530
42629.txt,	Final cells: 3301
42631.txt,	Final cells: 926
42632.txt,	Final cells: 1972
42633.txt,	Final cells: 1971
42634.txt,	Final cells: 1268
42636.txt,	Final cells: 11373
42637.txt,	Final cells: 5057
42638.txt,	Final cells: 1449
42652.txt,	Final cells: 1282
42707.txt,	Final cells: 6409
42708.txt,	Final cells: 2099
42709.txt,	Final cells: 544
42721.txt,	Final cells: 690
42722.txt,	Final cells: 2217
42727.txt,	Final cells: 386
42733.txt,	Final cells: 15236
42734.txt,	Final cells: 35377
428173.txt,	Final cells: 1233275
42817.txt,	Final cells: 265746
42821.txt,	Final cells: 33191
42822.txt,	Final cells: 48107
42823.txt,	Final cells: 9051
42836.txt,	Final cells: 1651
42839.txt,	Final cells: 1562
42840.txt,	Final cells: 1560
42841.txt,	Final cells: 255
42844.txt,	Final cells: 5850
428602.txt,	Final cells: 75243
428603.txt,	Final cells: 69039
428604.txt,	Final cells: 88006
428605.txt,	Final cells: 78789
428606.txt,	Final cells: 85716
428607.txt,	Final cells: 84630
42863.txt,	Final cells: 6289
42880.txt,	Final cells: 13915
42881.txt,	Final cells: 41142
42882.txt,	Final cells: 29623
42892.txt,	Final cells: 4041
42897.txt,	Final cells: 348803
42898.txt,	Final cells: 13276
429307.txt,	Final cells: 100492
42936.txt,	Final cells: 6852
42940.txt,	Final cells: 7682
42941.txt,	Final cells: 19575
42942.txt,	Final cells: 7157
42943.txt,	Final cells: 3774
42944.txt,	Final cells: 17914
42945.txt,	Final cells: 16542
42961.txt,	Final cells: 561140
42962.txt,	Final cells: 210823
42963.txt,	Final cells: 125007
42974.txt,	Final cells: 14069
42975.txt,	Final cells: 1083
42986.txt,	Final cells: 399
42998.txt,	Final cells: 40371
42999.txt,	Final cells: 24251
43011.txt,	Final cells: 360937
430857.txt,	Final cells: 190569
43096.txt,	Final cells: 9014
43149.txt,	Final cells: 138782
43188.txt,	Final cells: 5506
43189.txt,	Final cells: 69746
43190.txt,	Final cells: 69757
431936.txt,	Final cells: 72987
431937.txt,	Final cells: 121427
43208.txt,	Final cells: 24565
43287.txt,	Final cells: 4976
43296.txt,	Final cells: 79461
43385.txt,	Final cells: 1998
43386.txt,	Final cells: 658
43387.txt,	Final cells: 3575
43388.txt,	Final cells: 14540
43389.txt,	Final cells: 117050
43390.txt,	Final cells: 99377
43391.txt,	Final cells: 7056
43392.txt,	Final cells: 6038
43393.txt,	Final cells: 1939
43394.txt,	Final cells: 1206
43397.txt,	Final cells: 120203
43399.txt,	Final cells: 293691
43437.txt,	Final cells: 2740
43439.txt,	Final cells: 2117
434512.txt,	Final cells: 578505
43545.txt,	Final cells: 11144
43546.txt,	Final cells: 11563
43547.txt,	Final cells: 12966
43548.txt,	Final cells: 10884
43549.txt,	Final cells: 12488
43551.txt,	Final cells: 3338
43552.txt,	Final cells: 152
43553.txt,	Final cells: 3983
43554.txt,	Final cells: 170
43555.txt,	Final cells: 45
43582.txt,	Final cells: 4086
43584.txt,	Final cells: 863
43594.txt,	Final cells: 1306
43636.txt,	Final cells: 11430
43650.txt,	Final cells: 46426
43651.txt,	Final cells: 45178
43655.txt,	Final cells: 8624
43663.txt,	Final cells: 11927
43664.txt,	Final cells: 2009
43665.txt,	Final cells: 5485
43689.txt,	Final cells: 17044
43690.txt,	Final cells: 5988
437347.txt,	Final cells: 100792
437348.txt,	Final cells: 200752
437349.txt,	Final cells: 313208
437350.txt,	Final cells: 313208
437375.txt,	Final cells: 957394
43747.txt,	Final cells: 1330
43748.txt,	Final cells: 226
43766.txt,	Final cells: 128772
43769.txt,	Final cells: 164263
43780.txt,	Final cells: 522
43849.txt,	Final cells: 952
43850.txt,	Final cells: 4649
43851.txt,	Final cells: 556
43852.txt,	Final cells: 1955
43853.txt,	Final cells: 3306
43858.txt,	Final cells: 6
43859.txt,	Final cells: 3
43860.txt,	Final cells: 6
43868.txt,	Final cells: 9780
439140.txt,	Final cells: 240450
439141.txt,	Final cells: 233941
439143.txt,	Final cells: 45330
43932.txt,	Final cells: 15123
43959.txt,	Final cells: 3
43960.txt,	Final cells: 3
43978.txt,	Final cells: 4608601
43987.txt,	Final cells: 4188
43988.txt,	Final cells: 2719
43989.txt,	Final cells: 7159
43993.txt,	Final cells: 2153
43994.txt,	Final cells: 1097
43995.txt,	Final cells: 1398
43999.txt,	Final cells: 14385
44000.txt,	Final cells: 1318
44001.txt,	Final cells: 24676
44011.txt,	Final cells: 307243
44016.txt,	Final cells: 16282
44025.txt,	Final cells: 150577
44027.txt,	Final cells: 59845
44037.txt,	Final cells: 7565
44038.txt,	Final cells: 8739
44040.txt,	Final cells: 1643
44041.txt,	Final cells: 13637
44042.txt,	Final cells: 546
44057.txt,	Final cells: 1050
44058.txt,	Final cells: 3574
44059.txt,	Final cells: 3704
44060.txt,	Final cells: 1364
44061.txt,	Final cells: 3700
44062.txt,	Final cells: 168
44063.txt,	Final cells: 1918
44064.txt,	Final cells: 1766
44065.txt,	Final cells: 2382
44096.txt,	Final cells: 24593
44098.txt,	Final cells: 27761
44100.txt,	Final cells: 6116
44102.txt,	Final cells: 80
44104.txt,	Final cells: 2142
44106.txt,	Final cells: 15125
44110.txt,	Final cells: 492
44111.txt,	Final cells: 65214
441616.txt,	Final cells: 46335
441617.txt,	Final cells: 130471
441618.txt,	Final cells: 57905
441707.txt,	Final cells: 294375
441708.txt,	Final cells: 397571
441709.txt,	Final cells: 360935
441710.txt,	Final cells: 409758
441711.txt,	Final cells: 251468
441712.txt,	Final cells: 455519
441713.txt,	Final cells: 200785
441714.txt,	Final cells: 262141
441715.txt,	Final cells: 289043
441716.txt,	Final cells: 255385
441717.txt,	Final cells: 326787
441718.txt,	Final cells: 174583
441719.txt,	Final cells: 258976
441720.txt,	Final cells: 172011
441722.txt,	Final cells: 175531
441723.txt,	Final cells: 244820
441724.txt,	Final cells: 903590
441725.txt,	Final cells: 175396
441726.txt,	Final cells: 193793
441727.txt,	Final cells: 186706
441728.txt,	Final cells: 264228
44188.txt,	Final cells: 1841
44234.txt,	Final cells: 129768
442382.txt,	Final cells: 2193
442383.txt,	Final cells: 3984
442384.txt,	Final cells: 10372
442385.txt,	Final cells: 27459
442386.txt,	Final cells: 15097
442387.txt,	Final cells: 20438
442388.txt,	Final cells: 18834
442389.txt,	Final cells: 17621
442390.txt,	Final cells: 36957
442391.txt,	Final cells: 65646
44314.txt,	Final cells: 26647
44315.txt,	Final cells: 29104
44374.txt,	Final cells: 911472
44375.txt,	Final cells: 955625
44379.txt,	Final cells: 4434
44380.txt,	Final cells: 596
44381.txt,	Final cells: 9314
44382.txt,	Final cells: 132
44384.txt,	Final cells: 2402
44395.txt,	Final cells: 29951
44396.txt,	Final cells: 63235
44397.txt,	Final cells: 8038
44398.txt,	Final cells: 16022
44399.txt,	Final cells: 24015
44400.txt,	Final cells: 32008
444375.txt,	Final cells: 323487
44447.txt,	Final cells: 76804
44494.txt,	Final cells: 19580
44498.txt,	Final cells: 25231
44503.txt,	Final cells: 149947
44504.txt,	Final cells: 179778
44508.txt,	Final cells: 921
44622.txt,	Final cells: 8987
44623.txt,	Final cells: 15032
44624.txt,	Final cells: 21478
44629.txt,	Final cells: 28840
44633.txt,	Final cells: 4833
446787.txt,	Final cells: 283313
446788.txt,	Final cells: 340560
446789.txt,	Final cells: 363758
44704.txt,	Final cells: 754034
44710.txt,	Final cells: 14634
447330.txt,	Final cells: 24864
447331.txt,	Final cells: 14048
447333.txt,	Final cells: 7482
447334.txt,	Final cells: 5454
44739.txt,	Final cells: 91494
44740.txt,	Final cells: 23303
447950.txt,	Final cells: 305191
448013.txt,	Final cells: 84867
448014.txt,	Final cells: 139140
44804.txt,	Final cells: 4481
44819.txt,	Final cells: 3519
44874.txt,	Final cells: 1663096
44899.txt,	Final cells: 10374
44900.txt,	Final cells: 4256
44901.txt,	Final cells: 168
44902.txt,	Final cells: 5290
44903.txt,	Final cells: 4587
44908.txt,	Final cells: 58988
44910.txt,	Final cells: 3694
44912.txt,	Final cells: 10549
44917.txt,	Final cells: 4696
44921.txt,	Final cells: 6951
44948.txt,	Final cells: 56077
44949.txt,	Final cells: 45406
44950.txt,	Final cells: 33832
44951.txt,	Final cells: 9550
44952.txt,	Final cells: 9001
449816.txt,	Final cells: 410
449817.txt,	Final cells: 2653
449818.txt,	Final cells: 3751
449819.txt,	Final cells: 8672
449906.txt,	Final cells: 161552
44998.txt,	Final cells: 20864
449997.txt,	Final cells: 1969
449998.txt,	Final cells: 5693
449999.txt,	Final cells: 138
45007.txt,	Final cells: 197330
45008.txt,	Final cells: 155572
45009.txt,	Final cells: 5395
45030.txt,	Final cells: 505226
450413.txt,	Final cells: 2528
45044.txt,	Final cells: 45329
45090.txt,	Final cells: 103597
45122.txt,	Final cells: 41272
45132.txt,	Final cells: 16923
45133.txt,	Final cells: 65752
45135.txt,	Final cells: 24945
45136.txt,	Final cells: 30470
45137.txt,	Final cells: 9983
45138.txt,	Final cells: 33445
45139.txt,	Final cells: 9815
451676.txt,	Final cells: 1027228
45169.txt,	Final cells: 3260
452786.txt,	Final cells: 323349
45328.txt,	Final cells: 25269
45333.txt,	Final cells: 105589
45341.txt,	Final cells: 23368
45364.txt,	Final cells: 155161
45370.txt,	Final cells: 14169
45404.txt,	Final cells: 17548
45408.txt,	Final cells: 4343
45409.txt,	Final cells: 270
45410.txt,	Final cells: 1199
45411.txt,	Final cells: 2225
45412.txt,	Final cells: 7705
45413.txt,	Final cells: 4908
454346.txt,	Final cells: 694
45512.txt,	Final cells: 13269
45513.txt,	Final cells: 4972
45514.txt,	Final cells: 76702
45515.txt,	Final cells: 24122
45517.txt,	Final cells: 25011
455436.txt,	Final cells: 34233
45550.txt,	Final cells: 38866
45561.txt,	Final cells: 29101
45562.txt,	Final cells: 4720
45568.txt,	Final cells: 4697
45611.txt,	Final cells: 20353
45612.txt,	Final cells: 9895
45613.txt,	Final cells: 421
45616.txt,	Final cells: 6992
45617.txt,	Final cells: 1182
45618.txt,	Final cells: 5168
45619.txt,	Final cells: 1952
45620.txt,	Final cells: 23898
45803.txt,	Final cells: 20381
458126.txt,	Final cells: 30789
458127.txt,	Final cells: 23544
458128.txt,	Final cells: 100396
458129.txt,	Final cells: 75356
458130.txt,	Final cells: 107682
45813.txt,	Final cells: 6587
45814.txt,	Final cells: 31529
45939.txt,	Final cells: 396035
45945.txt,	Final cells: 1075221
46017.txt,	Final cells: 1899908
46024.txt,	Final cells: 1931228
46025.txt,	Final cells: 967466
46054.txt,	Final cells: 967765
461109.txt,	Final cells: 677050
461110.txt,	Final cells: 652758
461111.txt,	Final cells: 677699
461878.txt,	Final cells: 1687583
462014.txt,	Final cells: 191293
46244.txt,	Final cells: 1170
46245.txt,	Final cells: 10504
462509.txt,	Final cells: 2791
462510.txt,	Final cells: 2619
462511.txt,	Final cells: 1925
462512.txt,	Final cells: 3073
462513.txt,	Final cells: 3352
462514.txt,	Final cells: 3072
462515.txt,	Final cells: 2296
462516.txt,	Final cells: 2171
462517.txt,	Final cells: 3397
462518.txt,	Final cells: 3710
462519.txt,	Final cells: 3720
462520.txt,	Final cells: 4010
462521.txt,	Final cells: 4029
462522.txt,	Final cells: 3619
462523.txt,	Final cells: 6326
462524.txt,	Final cells: 4814
462525.txt,	Final cells: 4283
462526.txt,	Final cells: 6282
462527.txt,	Final cells: 5304
462528.txt,	Final cells: 5978
462529.txt,	Final cells: 4343
462530.txt,	Final cells: 5181
462531.txt,	Final cells: 3071
462532.txt,	Final cells: 4389
462533.txt,	Final cells: 6057
462534.txt,	Final cells: 5809
462535.txt,	Final cells: 5153
462536.txt,	Final cells: 3108
462537.txt,	Final cells: 4537
462538.txt,	Final cells: 6116
462539.txt,	Final cells: 4442
462540.txt,	Final cells: 6024
462541.txt,	Final cells: 3984
462542.txt,	Final cells: 3676
462543.txt,	Final cells: 6066
462544.txt,	Final cells: 3410
462545.txt,	Final cells: 4494
462546.txt,	Final cells: 6060
462547.txt,	Final cells: 6258
462548.txt,	Final cells: 5976
462549.txt,	Final cells: 6240
46259.txt,	Final cells: 34051
46260.txt,	Final cells: 4618
46261.txt,	Final cells: 3262
46262.txt,	Final cells: 4290
46263.txt,	Final cells: 3821
46264.txt,	Final cells: 2586
46265.txt,	Final cells: 254
46458.txt,	Final cells: 212250
46459.txt,	Final cells: 754887
46460.txt,	Final cells: 480363
46461.txt,	Final cells: 604721
46462.txt,	Final cells: 239161
46463.txt,	Final cells: 239422
46474.txt,	Final cells: 8241
464842.txt,	Final cells: 726
464843.txt,	Final cells: 33
464844.txt,	Final cells: 2705
464845.txt,	Final cells: 10440
464846.txt,	Final cells: 36770
464847.txt,	Final cells: 57950
